timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
82.240,-9.508070,0.037210,0.725290,-0.083125,0.844375,-0.039375
82.260,-9.494651,0.035990,0.714920,-0.087500,0.888125,-0.039375
82.280,-9.490991,0.031720,0.709430,-0.078750,0.844375,-0.109375
82.300,-9.504411,0.042700,0.705770,-0.052500,0.818125,-0.105000
82.320,-9.506241,0.042700,0.725290,-0.140000,0.866250,-0.118125
82.340,-9.488550,0.034160,0.718580,-0.122500,0.861875,-0.070000
82.360,-9.503191,0.035990,0.733830,-0.118125,0.875000,-0.039375
82.380,-9.495871,0.032330,0.734440,-0.118125,0.853125,-0.021875
82.400,-9.498921,0.027450,0.732000,-0.118125,0.809375,-0.087500
82.420,-9.492821,0.037210,0.730780,-0.083125,0.778750,-0.039375
82.440,-9.493431,0.041480,0.729560,-0.087500,0.853125,-0.048125
82.460,-9.508680,0.043310,0.717970,-0.105000,0.813750,-0.074375
82.480,-9.495871,0.054290,0.720410,-0.065625,0.826875,-0.083125
82.500,-9.506241,0.035380,0.714920,-0.118125,0.831250,-0.083125
82.520,-9.490381,0.049410,0.719190,-0.118125,0.809375,-0.100625
82.540,-9.490381,0.037820,0.718580,-0.087500,0.848750,-0.078750
82.560,-9.503191,0.035380,0.718580,-0.118125,0.848750,-0.052500
82.580,-9.508680,0.042700,0.717360,-0.157500,0.818125,-0.030625
82.600,-9.503191,0.039650,0.719800,-0.070000,0.813750,-0.118125
82.620,-9.490381,0.053070,0.713700,-0.109375,0.826875,-0.061250
82.640,-9.496481,0.042090,0.721630,-0.091875,0.861875,-0.070000
82.660,-9.504411,0.038430,0.730170,-0.061250,0.835625,-0.100625
82.680,-9.487941,0.043310,0.727120,-0.126875,0.826875,-0.078750
82.700,-9.492821,0.037210,0.731390,-0.070000,0.883750,-0.100625
82.720,-9.497701,0.032940,0.728950,-0.091875,0.813750,-0.030625
82.740,-9.497090,0.032940,0.735050,-0.074375,0.778750,-0.061250
82.760,-9.508680,0.037820,0.719190,-0.065625,0.861875,-0.043750
82.780,-9.497090,0.045140,0.717970,-0.096250,0.866250,-0.013125
82.800,-9.504411,0.048800,0.708820,-0.113750,0.800625,-0.043750
82.820,-9.493431,0.039650,0.712480,-0.100625,0.840000,-0.061250
82.840,-9.508070,0.039040,0.723460,-0.144375,0.875000,-0.100625
82.860,-9.505020,0.041480,0.717360,-0.122500,0.835625,-0.039375
82.880,-9.508070,0.047580,0.721020,-0.043750,0.848750,-0.065625
82.900,-9.501970,0.051240,0.726510,-0.118125,0.848750,-0.065625
82.920,-9.490991,0.051850,0.721630,-0.144375,0.848750,-0.074375
82.940,-9.503191,0.051240,0.727120,-0.126875,0.822500,-0.056875
82.960,-9.509900,0.045750,0.727730,-0.070000,0.787500,-0.065625
82.980,-9.486111,0.046970,0.735050,-0.118125,0.822500,-0.065625
83.000,-9.493431,0.032330,0.726510,-0.109375,0.870625,-0.061250
